fatieshijian,id,title,zuihouhuifu,zuozhe
08-28,300424,"国信证券--航新科技:业绩稳步增长,机载设备与检测设备业务有望提升【公司研究】",08-28,海蓝蓝10
07-12,300424,"广发证券--航新科技:净利润小幅上升,看好ATE引领成长【公司研究】",07-13,芝华士牛奶
06-05,300424,"中信建投证券--航新科技:股权激励理顺利益格局,ATE是未来最大亮点【公司研究】",06-09,娱乐八卦一下
05-19,300424,"广发证券--航新科技:盈利能力有所下滑,看好ATE引领成长【公司研究】",06-09,又赚五毛
05-10,300424,"中信建投证券--航新科技:航空检测维修稀缺标的,民参军业绩成长可期【公司研究】",05-11,漂亮吗哦
05-02,300424,"国海证券--航新科技事件点评:盈利能力有所下滑,民参军业绩增长可期【公司研究】",05-02,单纯等于愚蠢
04-21,300424,"太平洋--航新科技:机载设备综合保障龙头,募投项目前景广阔【公司研究】",04-22,超级懒猫
04-23,300424,东北证券--航新科技:受益于下游行业增长和专业化分工【公司研究】,07-05,邪恶的雅童
04-23,300424,东北证券--航新科技:受益于下游行业增长和专业化分工【公司研究】,01-31,乙贫黄
04-20,300424,"申万宏源--航新科技:国内领先机载设备综合运营保障服务商,合理价格28-31.5元【公司研究】",04-20,十字架裸奔
04-17,300424,财富证券--航新科技:国内领先的机载设备综合运营保障服务商【公司研究】,04-17,柯斯特纳
04-17,300424,财富证券--航新科技:国内领先的机载设备综合运营保障服务商【公司研究】,04-17,魔力的小鸟
04-15,300424,恒泰证券--航新科技:预计公司上市初期股价压力位为35元-42元【公司研究】,04-15,宴君
04-15,300424,恒投證券--航新科技:预计公司上市初期股价压力位为35元-42元【公司研究】,01-31,风风笑
04-07,300424,"广发证券--航新科技:军民融合发展,打造机载设备综合运营保障服务商【公司研究】",07-05,抄底两类股
04-07,300424,"广发证券--航新科技:军民融合发展,打造机载设备综合运营保障服务商【公司研究】",04-07,鹰县绝杀
04-09,000768,"申万宏源--中航飞机:业绩稳健增长符合预期,关注精益管理推动公司经营质量改善【公司研究】",04-09,中国的微笑
03-26,000768,"长江证券--中航飞机:行稳致远,提质增效【公司研究】",03-26,月风撩娆
03-21,000768,"广发证券--中航飞机:超额完成营收任务,看好公司长期发展【公司研究】",03-21,燃灯道人
03-21,000768,"东北证券--中航飞机:归母净利润大幅增加,军民航空产品空间广阔【公司研究】",03-21,今日最热股吧
03-21,000768,"国海证券--中航飞机事件点评:业绩快速增长,成长空间广阔【公司研究】",03-21,老桥混水
03-19,000768,"开源证券--中航飞机2018年报业绩点评:国产大飞机唯一上市企业,急迫需求驱动成长【公司研究】",03-19,倒流之城
02-18,000768,"国海证券--中航飞机动态点评:军民市场前景广阔,公司长期价值凸显【公司研究】",02-18,东篱酒友
02-01,000768,"长江证券--中航飞机:短期持仓量下滑,仍然看好公司中长期基本面【公司研究】",02-01,来川栖
11-19,000768,"国海证券--中航飞机事件点评:共同增资西飞民机,加速民机产业发展【公司研究】",11-19,灰羽茶马
11-05,000768,"中信建投证券--中航飞机:归母净利大幅提升,全年稳增高度可期【公司研究】",11-05,我真的是神仙
10-31,000768,"国海证券--中航飞机事件点评:业绩增势良好,运营管理强化【公司研究】",10-31,蒙面力鲨
10-31,000768,"开源证券--中航飞机2018年三季报业绩点评:航空产品交付量提升,业绩保持高速增长【公司研究】",10-31,偶不会取名
09-14,000768,"国海证券--中航飞机动态点评:战略产品支撑发展前景,定价改革有望提升盈利【公司研究】",09-14,分配工具
09-05,000768,"太平洋--中航飞机:上半年业绩表现亮眼,航空产品交付旺盛驱动长期发展【公司研究】",09-05,该何时入手
09-04,000768,"申万宏源--中航飞机:中报业绩符合预期,看好均衡交付牵引下H2业绩提升【公司研究】",09-04,微澜晴雨
09-03,000768,"开源证券--中航飞机2018年半年报业绩点评:航空产品放量交付,全年业绩值得期待【公司研究】",09-03,分配工具
08-30,000768,"中信建投证券--中航飞机:运轰双机齐增长,军机龙头拟腾飞【公司研究】",08-30,人间正道1
08-29,000768,"信达证券--中航飞机:收入利润高增长,大中型军用飞机龙头业绩持续向好【公司研究】",08-29,波波头泡泡衫
07-26,000768,"信达证券--中航飞机首次覆盖报告:我国唯一大中型军机平台,龙头地位具备长期投资价值【公司研究】",07-26,乙贫黄
07-17,000768,"申万宏源--中航飞机:中报业绩凸显增速提升,均衡交付牵引业绩释放【公司研究】",07-17,忧郁的深蓝
07-17,000768,"太平洋--中航飞机:航空产品交付持续向好,公司业绩步入上升通道【公司研究】",07-17,正心兔
07-17,000768,"光大证券--中航飞机2018H1业绩预告点评:均衡生产提升中期业绩,大飞机旗舰仍低估【公司研究】",07-17,喜欢友善的生活
07-16,000768,"联讯证券--中航飞机:2018年中报持续靓丽,航空产品交付加速【公司研究】",07-16,达拉斯
07-16,000768,"国海证券--中航飞机事件点评:交付促进业绩增长,战略地位支撑发展前景【公司研究】",07-16,咸鱼不翻身
07-03,000768,"东北证券--中航飞机:军民两端需求广阔,盈利能力有望持续改善【公司研究】",07-03,苦苦地那边
05-14,000768,"长江证券--中航飞机:铸就战略空军新时代,推动民用航空新征程【公司研究】",05-16,沐余
05-10,000768,"申万宏源--中航飞机:一季度业绩略超预期,重申成长确定及定价改革下的投资机会【公司研究】",05-10,武兔兔
05-04,000768,"光大证券--中航飞机首次覆盖报告:大飞机旗舰,价值显著低估【公司研究】",05-04,电脑之王
05-04,000768,"安信证券--中航飞机:一季报归母净同比增长130.76%,高存货为新机型量产做准备【公司研究】",05-04,青色妖姬
05-04,000768,"安信证券--中航飞机:一季报归母净同比增长130.76%,高存货为新机型量产做准备【公司研究】",05-04,琢月传说
05-03,000768,"国海证券--中航飞机事件点评:精益管理保交付,需求释放促增长【公司研究】",05-03,飞龙在天01
04-23,000768,"国海证券--中航飞机深度报告:大国崛起,鲲鹏展翅【公司研究】",04-24,湖里吃竹子
04-17,000768,"申万宏源--中航飞机:一季报业绩扭亏,坚定看好公司未来增长前景【公司研究】",04-17,薏湄草
04-16,000768,中信建投证券--中航飞机:上市公司简评【公司研究】,04-16,枇杷膏
04-08,000768,"申万宏源--中航飞机:军品绩效新趋势,大飞机冲上云霄【公司研究】",04-08,荷花心
04-04,000768,"国海证券--中航飞机事件点评:压制因素解除,战略价值凸显【公司研究】",04-04,一羽凰笛
03-27,000768,"中信建投证券--中航飞机:军民大飞机蓄势待发,业绩增长值得期待【公司研究】",03-27,月神归来啊
03-21,000768,"联讯证券--中航飞机:2017年业绩符合预期,新一代战机逐渐发力【公司研究】",03-21,悬崖上的默默
03-14,000768,"广发证券--中航飞机:17年归母净利润增长14%,业绩有望持续增长【公司研究】",03-14,小橘子真甜
03-14,000768,"国海证券--中航飞机事件点评:军民双轮驱动,期待破茧成蝶【公司研究】",03-14,左旋飘零
11-15,000768,"华金证券--中航飞机:前三季度增长稳健,持续受益空军建设提速【公司研究】",11-15,马大哥哥
11-01,000768,"中国银河证券--中航飞机:营收实现较快增长,发展趋势向好【公司研究】",11-01,灯烬人去
08-23,000768,"国信证券--中航飞机:业绩增长符合预期,军机民机旺盛需求助力后续业绩增长【公司研究】",09-09,诺斯的叹息
08-23,000768,"开源证券--中航飞机2017年中报业绩点评:航空产品持续增长,民机放量助力成长【公司研究】",08-24,淘气天尊1
08-23,000768,"开源证券--中航飞机2017年中报业绩点评:航空产品持续增长,民机放量助力成长【公司研究】",08-23,肉肉肉1
03-22,000768,"中信建投证券--中航飞机:营收净利稳步增长,关注新型大飞机量节奏【公司研究】",03-22,行走的铲子
03-17,000768,"国信证券--中航飞机2016年年报点评:业绩保持稳定增长,相关需求不断提升【公司研究】",03-20,了然和尚
03-17,000768,"广发证券--中航飞机:军民航空业务稳步推进,公司业绩持续增长【公司研究】",03-20,罗大炮
03-16,000768,"长城证券--中航飞机公司动态点评:大运量产,飞机旗舰【公司研究】",03-16,果实猎人
03-16,000768,"太平洋--中航飞机:运-20正式列装服役,业绩拐点渐行渐近【公司研究】",03-16,为明天做准备
03-15,000768,"开源证券--中航飞机2016年报业绩点评:航空产品稳步增长,新机型批产值得期待【公司研究】",03-15,英子天天
12-23,000768,"华泰联合证券--西飞国际:军品快增长,民品犹可期【公司研究】",12-23,蔚蓝王国
12-23,000768,"天相投资--西飞国际:业绩扭亏,未来向好【公司研究】",12-23,三木三火
12-23,000768,中投证券--西飞国际业绩大增的三个原因:上年计提坏帐准备、毛利率提升、飞机交付较多【公司研究】,12-23,我要加薪
12-23,000768,华泰联合证券--西飞国际:看好支线航空发展【公司研究】,12-23,桃桃熟了
12-23,000768,"中投证券--西飞国际:业绩符合预期,预计2010年军民飞机业务增长【公司研究】",12-23,我的用户名气温
12-23,000768,天相投资--西飞国际:新签合同订单确保未来业绩稳定增长【公司研究】,12-23,拳西山摇
12-23,000768,"安信证券--西飞国际:业绩小幅下滑,今年复苏明确【公司研究】",12-23,啃白菜
12-23,000768,"华泰联合证券--西飞国际:定向增发,尘埃落定【公司研究】",12-23,生活客串
12-23,000768,湘财证券--西飞国际:与波音签署大额转包合同点评【公司研究】,12-23,夏天的凉糕
12-23,000768,"中投证券--西飞国际:重组预案出炉,意义重大但预计短期内业绩增厚有限【公司研究】",12-23,酒乡梦海
12-23,000768,大同证券--西飞国际:重大资产重组预案点评【公司研究】,12-23,我不是很失败
12-23,000768,"天相投资--西飞国际:业绩回暖初显,年内有望扭【公司研究】",12-23,胡三刀10
12-23,000768,"中投证券--西飞国际:3季报符合预期,第3季难扳回前两季业绩影响【公司研究】",12-23,智取其乳
12-23,000768,"华泰联合证券--西飞国际:扭亏为盈,继续向好【公司研究】",12-23,喜欢友善的生活
12-23,000768,华泰联合证券--西飞国际：支线航空提升盈利空间【公司研究】,12-23,这里有母熊
12-23,000768,湘财证券--西飞国际未来业绩有保证：幸福航空首航点评【公司研究】,12-23,猫的甜心屋
12-23,000768,爱建证券--西飞国际2009年中报点评：远期无虞，近期有犹【公司研究】,12-23,郭嘉队
12-23,000768,湘财证券--西飞国际:半年报点评【公司研究】,12-23,令狐小妖
12-23,000768,中信建投证券--西飞国际09年中报点评：上半年飞机交付锐减【公司研究】,12-23,绿洲遗老
12-23,000768,天相投资--西飞国际：内忧外患交加，2009年中期业绩大幅跳水【公司研究】,12-23,荻野千寻
12-23,000768,申万宏源--西飞国际：民机交付低于预期，下调评级至中性！【公司研究】,12-23,天际扁舟
12-23,000768,中投证券--西飞国际：2个业绩下降的主要因素，1个民机业务的增长点【公司研究】,12-23,忆雪思绪
12-23,000768,国信证券--西飞国际：军需民品皆延迟，业绩体现需待下半年【公司研究】,12-23,星海洋
12-23,000768,国金证券--西飞国际公司点评：经营符合预期，但估值已高【公司研究】,12-23,残骸的风
12-23,000768,东北证券--西飞国际：民机决定今年成败，军机架起未来蓝天【公司研究】,12-23,石化领导那
12-23,000768,东海证券--西飞国际：暂时处于低谷，业绩恢复可期【公司研究】,12-23,心飞走了
12-23,000768,中投证券--西飞国际：短期业绩增长有忧，整合尚无时间表【公司研究】,12-23,三国和尚
12-23,000768,广发证券--西飞国际：沉沙洗甲，韬光养晦【公司研究】,12-23,你快走
12-23,000768,长城证券--西飞国际08年报点评：外延扩张铸数字膨胀_军工头领显增长隐忧【公司研究】,12-23,半完美路线
12-23,000768,中信建投证券--西飞国际：军机交付稳定，业绩符合预期【公司研究】,12-23,热门主题吧
12-23,000768,天相投资--西飞国际：业绩大幅增长背后有隐忧【公司研究】,12-23,月满路易十三
12-23,000768,申万宏源--西飞国际：关注外延式扩张可能【公司研究】,12-23,偏执狂3
12-23,000768,东海证券--西飞国际：业绩大幅增长_史上最高转增【公司研究】,12-23,呼之欲出
12-23,000768,渤海证券--西飞国际调研报告：飞机制造业旗舰，运输机资产整合平台【公司研究】,12-23,意象的永恒
12-23,000768,中信建投证券--西飞国际：中航飞机公司成立【公司研究】,12-23,肉球儿
12-23,000768,财富证券--西飞国际：ARJ飞机成为公司新的利润增长点【公司研究】,12-23,左旋飘零
12-23,000768,中投证券--西飞国际：预料之中的ARJ_机体制造协议【公司研究】,12-23,刘寒彻
12-23,000768,国金证券--西飞国际：ARJ21订单已在预期之内【公司研究】,12-23,云南红药
12-23,000768,中投证券--西飞国际：A320机翼总装框架协议又将是一个股价催化剂【公司研究】,12-23,玻璃胶
12-23,000768,西南证券--西飞国际年报点评：业绩略高于预期 更具长期投资价值【公司研究】,12-23,水壶鱼
12-23,000768,天相投资--西飞国际（000768）：3 月20 日临时股东会取消，但增发获批通过仍可期待【公司研究】,12-23,杀戮娇媚
12-23,000768,华泰联合证券--西飞国际：定向增发 破晓时分更值得期待【公司研究】,12-23,在阳光下畅快笑
12-23,000768,西南证券--西飞国际一季报点评：业绩体现在年底【公司研究】,12-23,水月秋喃
12-23,000768,长江证券--西飞国际：中国战略空军下一个突破的关键节点【公司研究】,12-23,致命毅击
12-23,000768,金元证券--西飞国际：有望跻身世界级飞机制造商【公司研究】,12-23,若泽的守望者
12-23,000768,华泰联合证券--西飞国际：增发成正果 整装向未来【公司研究】,12-23,幻特西
12-23,000768,华泰联合证券--西飞国际：资产整合大幕开启 起飞在即【公司研究】,12-23,巴洛克时代
12-23,000768,华泰联合证券--西飞国际：股价已缺乏06年业绩的有效支撑【公司研究】,12-23,天又亮了
05-28,300159,"东北证券--新研股份:军工业务稳步增长,打造民航盈利增长点【公司研究】",05-28,怡和520
05-04,300159,"中航证券--新研股份2017年报点评:军工业务大幅增长,民机业务提供新增长点【公司研究】",05-04,两大动力源
04-25,300159,"东北证券--新研股份:军品业务稳步增长,民航国际转包业务蓄势待发【公司研究】",04-25,呼之欲出
03-29,300159,"安信证券--新研股份:民参军高端制造,军转民航空转包【公司研究】",03-29,厄地马拉
11-06,300159,"中航证券--新研股份公司2017年三季报点评:军工业务快速发展,军民融合不断深入【公司研究】",11-06,丽华渔家
10-30,300159,"太平洋--新研股份:明日宇航持续向好,军民融合前景广阔【公司研究】",10-30,衰衰一族
09-04,300159,光大证券--新研股份:向民营军工综合体再出发【公司研究】,09-14,再次输入1
08-14,300159,"长城证券--新研股份公司动态点评:航空航天向好农机下滑,三季度军品放量可期【公司研究】",08-14,每当伤心过一秒
03-30,300159,"太平洋--新研股份:明日宇航布局未来,看好卫星业务发展【公司研究】",03-30,独特人生之堕落
03-29,300159,"长城证券--新研股份公司年报点评:农机业务低迷,明日宇航稳中有升【公司研究】",03-29,秋雨微澜
03-17,300159,"国海证券--新研股份动态点评:军民融合不断深入,明日之“星”即将起航【公司研究】",03-20,奔跑明天
03-08,300159,"东北证券--新研股份:卫星业务稳步推进,产业布局日趋完善【公司研究】",03-08,土豆肉丝
12-23,300159,"西南证券--新研股份:大逻辑不变,稀缺标的理应关注【公司研究】",12-23,耶路不撒冷
12-23,300159,"广证恒生咨询--新研股份:拐点即现,旧貌换新颜【公司研究】",12-23,狐堰再临
01-07,300159,东兴证券--新研股份调研快报:承载了资本市场对农业集约化的期望【公司研究】,01-09,我乐了吗
12-24,300159,"国信证券--新研股份重大事件快评:收购明宇完成,军工帝国起航【公司研究】",12-24,高澳澳
11-16,300159,"华金证券--新研股份:收购明日宇航获批,军工业务将成新主业【公司研究】",11-16,向芷葵
10-28,300159,"西南证券--新研股份:收购明日宇航获批文,跨入高速发展新时期【公司研究】",10-28,逆光的底版
10-27,300159,"长江证券--新研股份三季报点评:明日宇航收购终获批,农机毛利率下降盈利微增【公司研究】",10-28,水天涯
10-22,300159,"申万宏源--新研股份:收购明日宇航,实现产业升级大发展,维持”买入“评级!【公司研究】",10-22,向组织报道
10-22,300159,国元证券--新研股份:“农机+军工”军民融合协同发展【公司研究】,10-22,思月伊人
10-18,300159,"世纪证券--新研股份2013年中报点评:经营稳健,下半年业绩将增长【公司研究】",10-18,陈到字叔至
10-18,300159,"光大证券--新研股份:基本面反转在即,转型中的综合型农机巨头【公司研究】",10-18,鲸鱼好吃
08-21,300159,"长江证券--新研股份公告点评:收购明日宇航审批通过,军民融合新贵即日启航【公司研究】",10-24,大盘展望
08-20,300159,"国信证券--新研股份:收购明宇通过重组委审查,打造军工帝国再进一步【公司研究】",08-20,小南找小北
08-20,300159,"西南证券--新研股份:重组进展顺利,看好业绩爆发【公司研究】",08-20,风风笑
07-22,300159,"西南证券--新研股份:收到证监会一次反馈,重大事项进展快速且顺利【公司研究】",10-24,小肥鱼儿
06-08,300159,"西南证券--新研股份:航空航天空间大,快速发展正当时【公司研究】",10-24,三十以后老了
05-28,300159,"西南证券--新研股份:“陆”上基础夯实,“空”中期待开花【公司研究】",10-24,英子天天
05-22,300159,"长江证券--新研股份:业绩双轮驱动高增长,高端转型打开战略空间【公司研究】",05-22,薏湄草
05-07,300159,"长江证券--新研股份点评报告:获国防科工局批复,明日宇航重组通过第一关【公司研究】",05-07,我代表肥
05-07,300159,"长江证券--新研股份点评报告:获国防科工局批复,明日宇航重组通过第一关【公司研究】",05-07,徘徊澡堂边
04-27,300159,"长江证券--新研股份一季报点评:业绩平稳增长,军工资产及后续并购承载新希望【公司研究】",04-27,雪铁之龙
04-27,300159,"长江证券--新研股份一季报点评:业绩平稳增长,军工资产及后续并购承载新希望【公司研究】",04-27,道者不完白
04-03,300159,"申万宏源--新研股份:农机业务稳定增长,军工业务亮点颇多,目标价60元【公司研究】",04-03,我们是90后
04-03,300159,"申万宏源--新研股份:农机业务稳定增长,军工业务亮点颇多,目标价60元【公司研究】",04-03,心游逝之
04-03,300159,"长江证券--新研股份:产品结构优化业绩上扬,战略并购布局高端产业【公司研究】",04-03,亚乐囡囡
04-03,300159,"长江证券--新研股份:产品结构优化业绩上扬,战略并购布局高端产业【公司研究】",04-03,个子高好
04-03,300159,"国信证券--新研股份:一带一路带动农机发展,收购明日宇航打造军工帝国【公司研究】",04-03,洋甘桔
04-03,300159,"国信证券--新研股份:一带一路带动农机发展,收购明日宇航打造军工帝国【公司研究】",04-03,飞龙在天01
03-23,300159,"申万宏源--新研股份:收购明日宇航,实现产业升级大发展,维持”买入“评级!【公司研究】",03-25,耶路不撒冷
03-20,300159,"中国银河--新研股份:36亿收购明日宇航,农机军工双驱动【公司研究】",03-20,惨月如钩
03-20,300159,"银河证券--新研股份:36亿收购明日宇航,农机军工双驱动【公司研究】",03-20,特务小白
03-19,300159,"长江证券--新研股份:收购优质军工资产,产业扩张双轮驱动【公司研究】",03-19,将要走下
03-19,300159,国元证券--新研股份:“农机+军工”军民融合协同发展【公司研究】,03-19,没事找我包子
03-19,300159,"长江证券--新研股份:收购优质军工资产,产业扩张双轮驱动【公司研究】",03-19,武当特派员
01-04,300159,世纪证券--新研股份2013年三季报点评:短期因素致使业绩低于预期【公司研究】,01-04,青春不腐
01-04,300159,西南证券--新研股份:玉米收行业和公司销售情况不错【公司研究】,01-04,妙丽格兰杰
01-04,300159,"西南证券--新研股份2013年半年报简评:借力行业东风,高增长确实【公司研究】",01-04,由逨游去
01-04,300159,"银河证券--新研股份:玉米机销售形势乐观,全年业绩将实现高增长【公司研究】",01-04,夜宿草原
01-04,300159,"东兴证券--新研股份2013年中报点评:业绩符合预期,下半年增速将加快【公司研究】",01-04,当他不爱你的时候
01-04,300159,安信证券--新研股份:中期业绩符合预期【公司研究】,01-04,可米依稀
01-04,300159,"上海证券--新研股份:主营业务市场空间大,产销有望提速【公司研究】",01-04,卖豆浆
01-04,300159,"光大证券--新研股份:玉米机再火三年,旧貌换新颜【公司研究】",01-04,潇轩子
01-04,300159,"银河证券--新研股份:中报业绩略低于预期,维持全年盈利预测不变【公司研究】",01-04,多情种
01-04,300159,安信证券--新研股份:新气象带来新发展【公司研究】,01-04,喜欢友善的生活
01-04,300159,"上海证券--新研股份:受益农业现代化改革,产品升级趋势明显【公司研究】",01-04,忧郁太皇
01-04,300159,"银河证券--新研股份:拟4亿建农机基地和东北仓储中心,未来将成国内最大高端玉米机企业【公司研究】",01-04,芬芳旅途
01-04,300159,"西南证券--新研股份调研报告:疆外设厂终于落地,静待业绩放量【公司研究】",01-04,云南红药
01-04,300159,"安信证券--新研股份:就近产销,抓住市场发展机遇【公司研究】",01-04,灵殇小凤
01-04,300159,"广证恒生咨询--新研股份:业绩快速增长,期待外延扩张获突破【公司研究】",01-04,留学专家
01-04,300159,"银河证券--新研股份:东北基地今年将开始投入运营,公司未来不排除实施产业并购【公司研究】",01-04,土豆肉丝
01-04,300159,"世纪证券--新研股份:疆外基地开建,持续增长可期【公司研究】",01-04,桥东南
01-04,300159,"湘财证券--新研股份:公司2013年销售渠道拓宽,推动业绩稳定增长【公司研究】",01-04,深圳映象
01-04,300159,广证恒生咨询--新研股份:生产淡季业绩保持稳健增长【公司研究】,01-04,杯具了吧
01-04,300159,山西证券--新研股份:产能释放推升盈利预期【公司研究】,01-04,一元才有价
01-04,300159,"西南证券--新研股份:靠收购继续东进,开启做大做强新征途【公司研究】",01-04,飞天女
01-04,300159,"世纪证券--新研股份14年三季报点评:玉米收获机销量放缓,业绩低于预期【公司研究】",01-04,换张图片
01-04,300159,"东兴证券--新研股份:三季度业绩增长平稳,未来有望受益土地流转【公司研究】",01-04,我的用户名气温
01-04,300159,"申万宏源--新研股份:从大型玉米收割机“强者”走向中国农机产业“王者”,首次覆盖给予“买入”评级【公司研究】",01-04,半完美路线
01-04,300159,"申万宏源--新研股份:异地扩张辐射东北,低成本再塑一个新“新研”,维持买入评级【公司研究】",01-04,寻找心中的阳光
01-04,300159,"申万宏源--新研股份:利用合资子公司平台再度跨区域产业布局,维持买入评级【公司研究】",01-04,见过大爷没
01-04,300159,"申万宏源--新研股份:拟筹划与明日宇航公司重组事项,发展农机同时涉足军工产业【公司研究】",01-04,花门老九
10-28,300159,"中金公司--新研股份:收入符合预期,利润低于预期【公司研究】",10-28,芙蕖映水中
08-02,300159,西南证券--新研股份:玉米收行业和公司销售情况不错【公司研究】,08-02,张君寶
07-15,300159,"上海证券--新研股份:主营业务市场空间大,产销有望提速【公司研究】",07-15,鼬家的
04-24,300159,中金公司--新研股份一季度业绩点评:一季度业绩符合预期【公司研究】,04-24,九弟弟
04-24,300159,"宏源证券--新研股份:翻开13年新篇章,期待惊喜【公司研究】",05-10,桔梗的身份证
08-10,300159,安信证券--新研股份2012年中报点评:三季度销量将再担全年重任【公司研究】,08-10,简约了了
08-10,300159,华泰证券--新研股份中报点评:期待调整后的前行【公司研究】,05-10,冷酷冰川
04-01,000738,"国海证券--航发控制:收入增长成本管控,业绩实现快速增长【公司研究】",04-01,夕水怜月
04-01,000738,"中航证券--航发控制:聚焦动力控制主业,提升经营管理效益【公司研究】",04-01,暮寻蓝水滨
08-24,000738,"国海证券--航发控制:生产效率提升,发展前景向好【公司研究】",08-24,火鸡烧到毛
06-27,000738,"国海证券--航发控制动态点评:航空发动机核心组成,受益产业快速发展【公司研究】",06-27,早睡早起身体好
05-25,000738,"国海证券--航发控制调研简报:实力提升需求释放,核心地位支撑广阔前景【公司研究】",05-25,果实猎人
03-29,000738,"中国银河证券--航发控制:业绩稳中有增,结构调整加快【公司研究】",03-29,粤色倾城
11-03,000738,"中信建投证券--航发控制:聚焦动控主业,独享百亿空间【公司研究】",11-03,火箭发射1
08-29,000738,"中泰证券--航发控制:聚焦航发控制稳增长,背靠中国航发迎良机【公司研究】",08-29,抖破苍穹
08-25,000738,"中信建投证券--航发控制:聚焦航发动控主业,受益两机专项逐步实施【公司研究】",08-25,一条大路
08-24,000738,"太平洋--航发控制:受益两机专项扶持,未来发展前景广阔【公司研究】",08-26,朔夜星寒
08-24,000738,"国信证券--航发控制:业绩增长符合预期,看好后续业绩增长【公司研究】",08-24,熊掌清蒸
08-24,000738,"广发证券--航发控制:实际控制人变更完成,发动机控制业务稳健发展【公司研究】",08-24,笑笑疯
03-29,000738,"广发证券--中航动控:聚焦航空发动机控制系统,推动国产发动机发展【公司研究】",04-15,生生不息10
03-17,000738,"国信证券--中航动控2016年年报点评:航发控制相关需求持续上升,长期配置价值凸显【公司研究】",03-20,赵一龙
12-23,000738,"天相投资--ST宇航:主营业务平稳增长,转包业务助力未来业绩【公司研究】",12-23,风之鱼主
12-23,000738,"大同证券--ST宇航重大资产重组事件点评:体系内成功“借壳”,实现上市公司资产质量的极大改善【公司研究】",12-23,来川栖
12-23,000738,"天相投资--ST宇航:重组成功,业绩大幅度提升【公司研究】",12-23,肥斑马
12-23,000738,中航证券--T宇航深度研究：中航工业航空发动机控制系统业务发展平台【公司研究】,12-23,玉芝轩
12-23,000738,中航证券--ST宇航：蜕变为航空发动机产业的“大脑”【公司研究】,12-23,华音天问
10-26,000738,"东北证券--中航动控:航空发动机大脑,静待两机专项扶持【公司研究】",12-01,祥瑞之师
01-04,000738,"华金证券--中航动控:稳定增长,打造动力控制系统一体化产业体系【公司研究】",12-01,洛林萝德
01-04,000738,"华金证券--中航动控:主业优势突出,各项业务稳步推进【公司研究】",01-04,好奇笨死猫
01-04,000738,"国海证券--中航动控:即将受益航空发动机大发展,长期发展空间巨大【公司研究】",01-04,哈佛校霸
01-04,000738,"东兴证券--中航动控调研快报:内生外延迅速增长,期待研究所资产注入【公司研究】",01-04,天太黑了
01-04,000738,"西南证券--中航动控:净利润持续增长,努力开拓新市场【公司研究】",01-04,清风之羽云
11-20,600316,东兴证券--洪都航空事件点评:持续看好洪都航空基本面扭转带来的投资机会【公司研究】,11-20,即时免费1
12-23,600316,国元证券--洪都航空:投资收益贡献主要利润【公司研究】,12-23,七星灵儿
12-23,600316,"天相投资--洪都航空:投资收益带来利润增长,未来发展空间广阔【公司研究】",12-23,烤面包
12-23,600316,"中投证券--洪都航空:国内外航空产品此消彼涨,投资收益是中期业绩增长【公司研究】",12-23,中国手球队
12-23,600316,光大证券--洪都航空:L15将助洪都航空翱翔【公司研究】,12-23,德国腊肠
12-23,600316,"中泰证券--洪都航空:“教练机、转包、通用航空”,三驾马车带动公司稳步发展【公司研究】",12-23,想黑别内涵
12-23,600316,天相投资--洪都航空:投资收益大幅增加导致业绩超预期【公司研究】,12-23,离开之前想说
12-23,600316,中投证券--洪都航空:毛利率提升和投资收益是业绩提升的主要原因【公司研究】,12-23,神话呀
12-23,600316,"银河证券--洪都航空:业绩加速增长,长期空间广阔【公司研究】",12-23,魔逆天
12-23,600316,"西南证券--洪都航空:增发将获持续增长动力,板块整合预示空间广阔【公司研究】",12-23,你是我错了
12-23,600316,"天相投资--洪都航空:业绩于第三季度反转,未来大有可为【公司研究】",12-23,我为花狂
12-23,600316,天相投资--洪都航空：受益于K8教练机热销，09年下半年将现业绩拐点【公司研究】,12-23,独孤通魔
12-23,600316,银河证券--洪都航空：公司业绩进入持续增长阶段【公司研究】,12-23,二弱点
12-23,600316,东海证券--洪都航空：高速发展中的航空制造企业【公司研究】,12-23,逆光的底版
12-23,600316,中投证券--洪都航空：飞机合同将在2010年开始影响公司业绩有限【公司研究】,12-23,玲低调
12-23,600316,"国盛证券--洪都航空：主营产品利润率略有下降,定向增发或带来长期利好【公司研究】",12-23,新田不瞬
12-23,600316,中信建投证券--洪都航空：未来仍会有资产注入【公司研究】,12-23,狐堰再临
12-23,600316,中投证券--洪都航空：中期收入下降、费用率提升造成业绩同比下降【公司研究】,12-23,星海洋
12-23,600316,东海证券--洪都航空09半年报点评【公司研究】,12-23,新晋影帝
12-23,600316,"中航证券--洪都航空：控股股东现金认购,增发项目前景看好【公司研究】",12-23,炒馒头块儿
12-23,600316,西南证券--洪都航空：增发预案与市场预期差距较大，投资者须谨慎【公司研究】,12-23,又走了
12-23,600316,中信建投证券--洪都航空：新方案与旧方案基本相同【公司研究】,12-23,网站导航1
12-23,600316,中投证券--洪都航空：增发预案较上次略有调整，估值提升压力较大【公司研究】,12-23,谷小印
12-23,600316,东北证券--洪都航空：L15教练机首飞成功点评【公司研究】,12-23,poikl12
12-23,600316,湘财证券--洪都航空：高教机05架首飞点评【公司研究】,12-23,时候儿
